2024-08-30 23:36:22,556 INFO    MainThread:14208 [wandb_setup.py:_flush():77] Current SDK version is 0.17.8
2024-08-30 23:37:19,105 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:24,302 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:24,311 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:24,312 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:25,176 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:25,185 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:25,186 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:25,492 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:25,501 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:25,501 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:25,805 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:25,820 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:25,820 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:27,080 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:27,088 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:27,088 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:28,238 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:28,253 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:28,253 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:28,884 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:28,900 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:28,900 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:29,527 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:29,688 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:29,688 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:47,586 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:47,597 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:47,597 INFO    MainThread:14208 [wandb_init.py:_pause_backend():435] pausing backend
2024-08-30 23:37:48,754 INFO    MainThread:14208 [wandb_init.py:_resume_backend():440] resuming backend
2024-08-30 23:37:48,755 INFO    MainThread:14208 [wandb_run.py:_config_callback():1392] config_cb None None {'ver': 0, 'dataset': 'MNIST', 'latent_dim': 128, 'lr': 0.005, 'seed': 0, 'epochs': 100, 'batch_size': 64, 'hidden_dim': [32, 64, 128], 'kld_weight': 0.00025, 'weight_decay': 0.0, 'scheduler_gamma': 0.95, 'cuda': True}
2024-08-30 23:37:48,756 INFO    MainThread:14208 [wandb_run.py:_finish():2160] finishing run uos_stat/convVAE/pyf9jil7
2024-08-30 23:37:48,758 ERROR   MainThread:14208 [jupyter.py:save_history():436] Run pip install nbformat to save notebook history
2024-08-30 23:37:48,758 INFO    MainThread:14208 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-30 23:37:48,758 INFO    MainThread:14208 [wandb_init.py:_jupyter_teardown():452] cleaning up jupyter logic
2024-08-30 23:37:48,758 INFO    MainThread:14208 [wandb_run.py:_atexit_cleanup():2424] got exitcode: 0
2024-08-30 23:37:48,758 INFO    MainThread:14208 [wandb_run.py:_restore():2406] restore
2024-08-30 23:37:48,759 INFO    MainThread:14208 [wandb_run.py:_restore():2412] restore done
2024-08-30 23:37:48,759 INFO    MainThread:14208 [wandb_run.py:_on_finish():2677] communicating current version
2024-08-30 23:37:48,822 INFO    MainThread:14208 [wandb_run.py:_on_finish():2686] got version response 
2024-08-30 23:37:53,892 INFO    MainThread:14208 [wandb_run.py:_footer_history_summary_info():4078] rendering history
2024-08-30 23:37:53,892 INFO    MainThread:14208 [wandb_run.py:_footer_history_summary_info():4110] rendering summary
2024-08-30 23:37:53,936 INFO    MainThread:14208 [wandb_run.py:_footer_sync_info():4037] logging synced files
